country,player_id,player_name,dob,position
Portugal,182194,Ricardo,11/02/1976,GK
Portugal,161099,Paulo Bento,20/06/1969,MF
Portugal,184452,Frechaut,24/09/1977,DF
Portugal,166298,Capucho,21/02/1972,FW
Portugal,182197,Petit,25/09/1976,MF
Portugal,165260,Nuno Gomes,05/07/1976,FW
Portugal,159294,Beto,03/05/1976,DF
Portugal,165745,Rui Jorge,27/03/1973,DF
Republic of Ireland,155823,Shay Given,20/04/1976,GK
Republic of Ireland,179106,Steve Finnan,20/04/1976,DF
Republic of Ireland,155825,Ian Harte,31/08/1977,DF
Republic of Ireland,155821,Kenny Cunningham,28/06/1971,DF
Republic of Ireland,44658,Steve Staunton,19/01/1969,DF
Republic of Ireland,76886,Roy Keane,10/08/1971,MF
Republic of Ireland,118290,Jason Mcateer,18/06/1971,MF
Republic of Ireland,179619,Matt Holland,11/04/1974,MF
Republic of Ireland,179104,Damien Duff,02/03/1979,FW
Republic of Ireland,179102,Robbie Keane,08/07/1980,FW
Republic of Ireland,159423,Kevin Kilbane,01/02/1977,FW
Republic of Ireland,166674,Mark Kinsella,12/08/1972,MF
Republic of Ireland,155820,David Connolly,06/06/1977,FW
Republic of Ireland,155818,Gary Breen,12/12/1973,DF
Republic of Ireland,179101,Richard Dunne,21/09/1979,DF
Republic of Ireland,179105,Dean Kiely,10/10/1970,GK
Republic of Ireland,44540,Niall Quinn,06/10/1966,FW
Republic of Ireland,84389,Gary Kelly,09/07/1974,DF
Republic of Ireland,185886,Clinton Morrison,14/05/1979,FW
Republic of Ireland,184685,Andy O Brien,29/06/1979,DF
Republic of Ireland,187553,Steven Reid,10/03/1981,FW
Republic of Ireland,159315,Lee Carsley,28/02/1974,MF
Republic of Ireland,76899,Alan Kelly Jr.,11/08/1968,GK
Russia,178830,Ruslan Nigmatullin,07/10/1974,GK
Russia,157477,Yuri Kovtun,05/01/1970,DF
Russia,95645,Yuri Nikiforov,16/09/1970,DF
Russia,178831,Alexei Smertin,01/05/1975,MF
Russia,159558,Andrei Solomatin,09/09/1975,MF
Russia,189925,Igor Semshov,06/04/1978,MF
Russia,81828,Viktor Onopko,14/10/1969,DF
Russia,77516,Valeri Karpin,02/02/1969,MF
Russia,178833,Egor Titov,29/05/1976,MF
Russia,95404,Aleksandr Mostovoi,22/08/1968,MF
Russia,77512,Vladimir Beschastnykh,01/04/1974,FW
Russia,77514,Stanislav Cherchesov,02/09/1963,GK
Russia,183533,Viacheslav Daev,06/09/1972,DF
Russia,157460,Igor Chugainov,06/04/1970,DF
Russia,157454,Dmitry Alenichev,20/10/1972,MF
Russia,186808,Alexander Kerzhakov,27/11/1982,FW
Russia,159543,Sergey Semak,27/02/1976,MF
Russia,189213,Dmitri Sennikov,24/06/1976,DF
Russia,186804,Ruslan Pimenov,25/11/1981,FW
Russia,185770,Marat Izmailov,21/09/1982,MF
Russia,159430,Dmitry Khokhlov,22/12/1975,MF
Russia,189214,Dmitri Sychev,26/10/1983,FW
Russia,162884,Alexander Filimonov,15/10/1973,GK
Saudi Arabia,92722,Mohammed Al Deayea,02/08/1972,GK
Saudi Arabia,156251,Mohammed Al Jahani,28/09/1974,DF
Saudi Arabia,189998,Redha Tukar,29/11/1975,DF
Saudi Arabia,170785,Abdullah Zubromawi,15/11/1973,DF
Saudi Arabia,70091,Mohsin Harthi,17/07/1976,DF
Saudi Arabia,186784,Fouzi Al Shehri,15/05/1980,DF
Saudi Arabia,156257,Ibrahim Al Shahrani,21/07/1974,MF
Saudi Arabia,226385,Ibrahim Al Shahrani,21/07/1974,MF
Saudi Arabia,70092,Mohammed Noor,26/02/1978,MF
Saudi Arabia,77503,Sami Al Jaber,11/12/1972,FW
Saudi Arabia,181865,Mohammad Al Shalhoub,08/12/1980,MF
Saudi Arabia,156248,Obeid Al Dosari,02/10/1975,FW
Saudi Arabia,159257,Ahmed Al Dosari,25/10/1976,DF
Saudi Arabia,199035,Hussein Al Sulaimani,21/01/1977,DF
Saudi Arabia,156264,Hussein Sulimani,21/01/1977,DF
Saudi Arabia,189999,Abdulaziz Khathran,31/07/1973,MF
Saudi Arabia,162800,Abdullah Gaman Al Dosari,10/11/1977,FW
Saudi Arabia,156247,Khamis Al Dossari,08/09/1973,MF
Saudi Arabia,70087,Abdullah Alwaked Al Shahrani,29/09/1975,MF
Saudi Arabia,170787,Nawaf Al Temiyat,28/06/1976,MF
Saudi Arabia,181869,Omar Al Ghamdi,11/04/1979,MF
Saudi Arabia,213483,Omar Al Ghamdi,11/04/1979,MF
Saudi Arabia,186427,Al Hasan Al Yami,21/08/1972,FW
Saudi Arabia,190000,Mabrouk Zaid,11/02/1979,GK
Saudi Arabia,176634,Mohammed Babkr,15/01/1973,GK
Saudi Arabia,190001,Mansour Althagafi,14/01/1979,DF
Senegal,182142,Tony Sylva,17/05/1975,GK
Senegal,177515,Omar Daf,12/02/1977,DF
Senegal,182158,Pape Sarr,07/12/1977,MF
Senegal,162544,Papa Malick Diop,29/12/1974,DF
Senegal,182162,Alassane Ndour,12/12/1981,DF
Senegal,177583,Aliou Cisse,24/03/1976,DF
Senegal,4102,Henri Camara,10/05/1977,FW
Senegal,157601,Amara Traore,25/09/1965,FW
Senegal,182163,Souleymane Camara,22/12/1982,FW
Senegal,4108,Khalilou Fadiga,30/12/1974,MF
Senegal,4107,El Hadji Diouf,15/01/1981,FW
Senegal,183775,Amdy Faye,12/03/1977,MF
Senegal,182156,Lamine Diatta,02/07/1975,DF
Senegal,4112,Moussa Ndiaye,20/02/1979,MF
Senegal,182157,Salif Diao,10/02/1977,MF
Senegal,4104,Omar Diallo,28/09/1972,GK
Senegal,178878,Ferdinand Coly,10/09/1973,DF
Senegal,182160,Pape Thiaw,05/02/1981,FW
Senegal,185142,Bouba Diop,28/01/1978,MF
Senegal,188245,Sylvain Ndiaye,25/06/1976,MF
Senegal,183774,Habib Beye,19/10/1977,DF
Senegal,189753,Kalidou Cissokho,14/12/1972,GK
Senegal,182159,Makthar Ndiaye,31/12/1981,MF
Slovenia,159552,Marko Simeunovic,06/12/1967,GK
Slovenia,182790,Goran Sankovic,18/06/1979,DF
Slovenia,177695,Zeljko Milinovic,12/10/1969,DF
Slovenia,179140,Muamer Vugdalic,25/08/1977,DF
Slovenia,157902,Marinko Galic,22/04/1970,DF
Slovenia,177696,Aleksander Knavs,05/12/1975,DF
Slovenia,157910,Doni Novak,04/09/1969,MF
Slovenia,157896,Ales Ceh,07/04/1968,MF
Slovenia,159503,Milan Osterc,04/07/1975,FW
Slovenia,157920,Zlatko Zahovic,01/02/1971,MF
Slovenia,177697,Miran Pavlin,08/10/1971,MF
Slovenia,157898,Mladen Dabanovic,13/09/1971,GK
Slovenia,157911,Mladen Rudonja,26/07/1971,FW
Slovenia,177822,Sasa Gajser,11/02/1974,MF
Slovenia,179141,Rajko Tavcar,21/07/1974,MF
Slovenia,186559,Senad Tiganj,28/08/1975,FW
Slovenia,177698,Zoran Pavlovic,27/06/1976,MF
Slovenia,177700,Milenko Acimovic,15/02/1977,MF
Slovenia,157906,Amir Karic,31/12/1973,MF
Slovenia,186557,Nastja Ceh,26/01/1978,MF
Slovenia,157897,Sebastijan Cimirotic,14/09/1974,FW
Slovenia,177702,Dejan Nemec,01/03/1977,GK
Slovenia,177694,Spasoje Bulajic,24/11/1975,DF
South Africa,163966,Hans Vonk,30/01/1970,GK
South Africa,4079,Cyril Nzama,26/06/1974,DF
South Africa,177447,Bradley Carnell,21/01/1977,DF
South Africa,177007,Aaron Mokoena,25/11/1980,DF
South Africa,178863,Jacob Lekgetho,24/03/1974,DF
South Africa,182181,Macbeth Sibaya,25/11/1977,MF
South Africa,170647,Quinton Fortune,21/05/1977,MF
South Africa,4075,Thabo Mngomeni,24/06/1969,MF
South Africa,189677,Macdonald Mukansi,26/05/1975,MF
South Africa,185022,Bennett Mnguni,18/03/1974,MF
South Africa,4080,Jabu Pule,11/07/1980,MF
South Africa,181632,Teboho Mokoena,10/07/1974,MF
South Africa,170641,Pierre Issa,11/09/1975,DF
South Africa,4078,Siyabonga Nomvethe,02/12/1977,FW
South Africa,181629,Sibusiso Zuma,23/06/1975,MF
South Africa,162188,Andre Arendse,27/06/1967,GK
South Africa,170650,Benni Mccarthy,12/11/1977,FW
South Africa,170646,Delron Buckley,07/12/1977,MF
South Africa,93410,Lucas Radebe,12/04/1969,DF
South Africa,187209,Calvin Marlin,20/04/1976,GK
South Africa,189676,Steven Pienaar,17/03/1982,MF
South Africa,189191,Thabang Molefe,11/04/1979,DF
South Africa,157434,George Koumantarakis,27/03/1974,FW
Spain,176644,Iker Casillas,20/05/1981,GK
Spain,189199,Curro Torres,27/12/1976,DF
Spain,184438,Juanfran,15/07/1976,DF
Spain,176647,Ivan Helguera,28/03/1975,MF
Spain,177914,Carles Puyol,13/04/1978,DF
Spain,174605,Fernando Hierro,23/03/1968,DF
Spain,155148,Raul,27/06/1977,FW
Spain,179536,Ruben Baraja,11/07/1975,MF
Spain,170678,Fernando Morientes,05/04/1976,FW
Spain,183400,Diego Tristan,05/01/1976,FW
Spain,161435,De Pedro,04/08/1973,MF
Spain,177921,Albert Luque,11/03/1978,FW
Spain,189861,Ricardo,30/12/1971,GK
Spain,177917,David Albelda,01/09/1977,MF
Spain,182683,Enrique Romero,23/06/1971,DF
Spain,168776,Gaizka Mendieta,27/03/1974,MF
Spain,183383,Juan Carlos Valeron,17/06/1975,MF
Spain,182714,Sergio,10/11/1976,MF
Spain,177855,Xavi,25/01/1980,DF
Spain,77908,Miguel Angel Nadal,28/07/1966,DF
Spain,77892,Luis Enrique,08/05/1970,MF
Spain,186619,Joaquin,21/07/1981,MF
Spain,189911,Pedro Contreras,07/01/1972,GK
Sweden,118288,Magnus Hedman,19/03/1973,GK
Sweden,177690,Olof Mellberg,03/09/1977,DF
Sweden,77984,Patrik Andersson,18/08/1971,DF
Sweden,168741,Johan Mjallby,09/02/1971,DF
Sweden,179515,Michael Svensson,25/11/1975,DF
Sweden,182648,Tobias Linderoth,21/04/1979,MF
Sweden,95673,Niclas Alexandersson,29/12/1971,MF
Sweden,179023,Anders Svensson,17/07/1976,MF
Sweden,169551,Fredrik Ljungberg,16/04/1977,MF
Sweden,177703,Marcus Allback,05/07/1973,FW
Sweden,77995,Henrik Larsson,20/09/1971,FW
Sweden,169478,Magnus Kihlstedt,29/02/1972,GK
Sweden,189572,Tomas Antonelius,07/05/1973,DF
Sweden,186155,Erik Edman,11/11/1978,DF
Sweden,157936,Andreas Jakobsson,06/10/1972,DF
Sweden,185507,Teddy Lucic,15/04/1973,DF
Sweden,177681,Magnus Svensson,10/03/1969,MF
Sweden,185506,Mattias Jonson,16/01/1974,MF
Sweden,186299,Pontus Farnerud,04/06/1980,MF
Sweden,159277,Daniel Andersson,28/08/1977,MF
Sweden,186162,Zlatan Ibrahimovic,03/10/1981,FW
Sweden,157925,Andreas Andersson,10/04/1974,FW
Sweden,186287,Andreas Isaksson,03/10/1981,GK
Tunisia,93581,Ali Boumnijel,13/04/1966,GK
Tunisia,158243,Khaled Badra,08/04/1973,DF
Tunisia,171150,Zoubeir Beya,15/05/1971,MF
Tunisia,158273,Mohamed Mkacher,25/05/1975,DF
Tunisia,176953,Zied Jaziri,12/07/1978,FW
Tunisia,170770,Hatem Trabelsi,25/01/1977,DF
Tunisia,4347,Imed Mhadhebi,22/03/1976,FW
Tunisia,159366,Hassan Gabsi,23/02/1974,MF
Tunisia,158269,Riadh Jelassi,07/07/1971,FW
Tunisia,158261,Kais Ghodhbane,07/01/1976,MF
Tunisia,93570,Adel El Sellimi,16/11/1972,FW
Tunisia,4339,Raouf Bouzaiene,16/08/1970,DF
Tunisia,158250,Riadh Bouazizi,08/04/1973,MF
Tunisia,213370,Riadh Bouazizi,08/04/1973,MF
Tunisia,185179,Hamdi Marzouki,23/01/1977,DF
Tunisia,158268,Radhi Jaidi,30/08/1975,DF
Tunisia,188247,Hassen Bejaoui,14/02/1976,GK
Tunisia,93598,Tarek Thabet,16/08/1971,DF
Tunisia,184259,Slim Benachour,08/09/1981,MF
Tunisia,4348,Emir Mkademi,20/08/1978,DF
Tunisia,177507,Ali Zitouni,11/01/1981,FW
Tunisia,213388,Mourad El Melki,09/05/1975,MF
Tunisia,170743,Mourad Melki,09/05/1975,MF
Tunisia,188249,Ahmed Jaouachi,13/07/1975,GK
Tunisia,170737,Clayton,21/03/1974,DF
Turkey,95586,Rustu Recber,10/05/1973,GK
Turkey,162055,Emre Asik,13/12/1973,DF
Turkey,167060,Bulent Korkmaz,24/11/1968,DF
Turkey,159357,Fatih Akyel,26/12/1977,DF
Turkey,177731,Alpay Ozalan,29/05/1973,DF
Turkey,158288,Arif Erdem,02/01/1972,FW
Turkey,177735,Okan Buruk,19/10/1973,MF
Turkey,95146,Tugay Kerimoglu,24/08/1970,MF
Turkey,163107,Hakan Sukur,01/09/1971,FW
Turkey,184392,Yildiray Basturk,24/12/1978,MF
Turkey,166347,Hasan Sas,01/08/1976,FW
Turkey,177724,Omer Catkic,15/10/1974,GK
Turkey,177727,Muzzy Izzet,31/10/1974,MF
Turkey,158312,Tayfur Havutcu,23/04/1970,MF
Turkey,179519,Nihat Kahveci,23/11/1979,FW
Turkey,182715,Umit Ozat,30/10/1976,DF
Turkey,186677,Ilhan Mansiz,10/08/1975,FW
Turkey,159350,Ergun Penbe,17/05/1972,MF
Turkey,160412,Abdullah Ercan,08/12/1971,MF
Turkey,166286,Hakan Unsal,14/05/1973,DF
Turkey,179306,Emre Belozoglu,07/09/1980,MF
Turkey,177734,Umit Davala,30/07/1973,MF
Turkey,189511,Zafer Ozgultekin,10/03/1975,GK
Uruguay,4373,Fabian Carini,26/12/1979,GK
Uruguay,95028,Gustavo Mendez,03/02/1971,DF
Uruguay,4379,Alejandro Lembo,15/02/1978,DF
Uruguay,158427,Paolo Montero,03/09/1971,DF
Uruguay,177265,Pablo Garcia,11/05/1977,MF
Uruguay,4388,Dario Rodriguez,17/09/1974,DF
Uruguay,4378,Gianni Guigou,22/02/1975,MF
Uruguay,180546,Gustavo Varela,14/05/1978,MF
Uruguay,158445,Dario Silva,02/11/1972,FW
Uruguay,158429,Fabian O Neil,14/10/1973,FW
Uruguay,170118,Federico Magallanes,22/08/1976,FW
Uruguay,179286,Gustavo Munua,27/01/1978,GK
Uruguay,158398,Sebastian Abreu,17/10/1976,FW
Uruguay,178249,Gonzalo Sorondo,09/10/1979,DF
Uruguay,4383,Nicolas Olivera,30/05/1978,MF
Uruguay,158439,Marcelo Romero,04/07/1976,MF
Uruguay,179562,Mario Regueiro,14/09/1978,FW
Uruguay,185368,Richard Morales,21/02/1975,FW
Uruguay,179208,Joe Bizera,17/05/1980,DF
Uruguay,158435,Alvaro Recoba,17/03/1976,FW
Uruguay,189259,Diego Forlan,19/05/1979,FW
Uruguay,187248,Gonzalo De Los Santos,19/07/1976,MF
Uruguay,189767,Federico Elduayen,25/06/1977,GK
USA,77525,Brad Friedel,18/05/1971,GK
USA,158461,Frankie Hejduk,05/08/1974,DF
USA,178167,Gregg Berhalter,01/08/1973,DF
USA,188293,Pablo Mastroeni,29/08/1976,DF
USA,178412,John O Brien,29/08/1977,MF
USA,170842,David Regis,02/12/1968,DF
USA,178101,Eddie Lewis,17/05/1974,MF
USA,77535,Earnie Stewart,28/03/1969,MF
USA,77532,Joe Max Moore,23/02/1971,FW
USA,84703,Claudio Reyna,20/07/1973,MF
USA,178091,Clint Mathis,25/11/1976,FW
USA,158451,Jeff Agoos,02/05/1968,DF
USA,77526,Cobi Jones,16/06/1970,MF
USA,182797,Steve Cherundolo,19/02/1979,DF
USA,178418,Josh Wolff,25/02/1977,FW
USA,178760,Carlos Llamosa,30/06/1969,DF
USA,175498,Damarcus Beasley,24/05/1982,MF
USA,174656,Kasey Keller,29/11/1969,GK
USA,174765,Tony Meola,21/02/1969,GK
USA,158471,Brian Mcbride,19/06/1972,FW
USA,175507,Landon Donovan,04/03/1982,MF
USA,158477,Tony Sanneh,01/06/1971,DF
USA,158473,Eddie Pope,24/12/1973,DF
Angola,162685,Joao Ricardo,07/01/1970,GK
Angola,243130,Marcos Airosa,06/08/1984,DF
Angola,253600,Jamba,10/07/1977,DF
Angola,217821,Lebo Lebo,29/05/1977,DF
Angola,205054,Kali,11/10/1978,DF
Angola,235880,Miloy,27/05/1981,MF
Angola,205055,Figueiredo,28/11/1972,MF
Angola,205056,Andre,14/05/1978,MF
Angola,181565,Mantorras,18/03/1982,FW
Angola,170066,Akwa,30/05/1977,FW
Angola,252756,Mateus,18/06/1984,MF
Angola,183238,Lama,01/02/1981,GK
Angola,247077,Edson,02/03/1980,MF
Angola,178780,Mendonca,09/10/1982,MF
Angola,238731,Rui Marques,03/09/1977,DF
Angola,176991,Abou Tarika,30/12/1979,FW
Angola,198046,Flavio,30/12/1979,FW
Angola,214617,Ze Kalanga,12/10/1983,MF
Angola,181569,Love,14/03/1979,FW
Angola,249300,Andre Titi Buengo,11/02/1980,FW
Angola,209201,Loco,25/12/1984,DF
Angola,176992,Delgado,01/11/1979,DF
Angola,253515,Mario,01/06/1985,GK
Angola,238284,Marco Abreu,08/12/1974,DF
Argentina,153929,Roberto Abbondanzieri,19/08/1972,GK
Argentina,153933,Roberto Ayala,14/04/1973,DF
Argentina,153977,Juan Sorin,05/05/1976,DF
Argentina,181445,Fabricio Coloccini,22/01/1982,DF
Argentina,183574,Esteban Cambiasso,18/08/1980,MF
Argentina,201964,Gabriel Heinze,19/04/1978,DF
Argentina,178837,Javier Saviola,11/12/1981,FW
Argentina,182372,Javier Mascherano,08/06/1984,MF
Argentina,162680,Hernan Crespo,05/07/1975,FW
Argentina,166380,Juan Riquelme,24/06/1978,MF
Argentina,182373,Carlos Tevez,05/02/1984,FW
Argentina,193986,Leonardo Franco,20/05/1977,GK
Argentina,183380,Lionel Scaloni,16/05/1978,DF
Argentina,230739,Rodrigo Palacio,05/02/1982,FW
Argentina,194139,Gabriel Milito,07/09/1980,DF
Argentina,178142,Pablo Aimar,03/11/1979,MF
Argentina,193984,Leandro Cufre,09/05/1978,DF
Argentina,184291,Maxi Rodriguez,02/01/1981,MF
Argentina,229397,Lionel Messi,24/06/1987,FW
Argentina,153954,Julio Cruz,10/10/1974,FW
Argentina,181441,Nicolas Burdisso,12/04/1981,DF
Argentina,201965,Luis Gonzalez,19/01/1981,MF
Argentina,200129,Oscar Ustari,03/07/1986,GK
Australia,94497,Mark Schwarzer,06/10/1972,GK
Australia,178312,Lucas Neill,09/03/1978,DF
Australia,154061,Craig Moore,12/12/1975,DF
Australia,213001,Tim Cahill,06/12/1979,MF
Australia,178303,Jason Culina,05/08/1980,MF
Australia,154065,Tony Popovic,04/07/1973,DF
Australia,178306,Brett Emerton,22/02/1979,MF
Australia,154066,Josip Skoko,10/12/1975,MF
Australia,159597,Mark Viduka,09/10/1975,FW
Australia,159069,Harry Kewell,22/09/1978,FW
Australia,94522,Stan Lazaridis,16/08/1972,MF
Australia,252193,Ante Covic,13/06/1975,GK
Australia,178324,Vince Grella,05/10/1979,MF
Australia,182002,Scott Chipperfield,30/12/1975,DF
Australia,154050,John Aloisi,05/02/1976,FW
Australia,210003,Michael Beauchamp,08/03/1981,DF
Australia,178986,Archie Thompson,23/10/1978,FW
Australia,154059,Zeljko Kalac,16/12/1972,GK
Australia,252195,Joshua Kennedy,20/08/1982,FW
Australia,181474,Luke Wilkshire,02/10/1981,MF
Australia,178317,Mile Sterjovski,27/05/1979,MF
Australia,197411,Mark Milligan,04/08/1985,DF
Australia,178299,Mark Bresciano,11/02/1980,MF
Brazil,48549,Dida,07/10/1973,GK
Brazil,76824,Cafu,07/06/1970,DF
Brazil,178520,Lucio,08/05/1978,DF
Brazil,185324,Juan,01/02/1979,DF
Brazil,171149,Emerson,04/04/1976,MF
Brazil,170688,Roberto Carlos,10/04/1973,DF
Brazil,175683,Adriano,17/02/1982,FW
Brazil,184312,Kaka,22/04/1982,MF
Brazil,92699,Ronaldo,22/09/1976,FW
Brazil,3243,Ronaldinho,21/03/1980,MF
Brazil,170687,Ze Roberto,06/07/1974,MF
Brazil,178788,Rogerio Ceni,22/01/1973,GK
Brazil,233951,Cicinho,24/06/1980,DF
Brazil,184316,Luisao,13/02/1981,DF
Brazil,178359,Cris,03/06/1977,DF
Brazil,176534,Gilberto Melo,25/04/1976,DF
Brazil,187267,Gilberto Silva,07/10/1976,MF
Brazil,180543,Mineiro,02/08/1975,MF
Brazil,176530,Juninho Pernambucano,30/01/1975,MF
Brazil,3251,Ricardinho,23/05/1976,MF
Brazil,233952,Fred,03/10/1983,FW
Brazil,179038,Julio Cesar,03/09/1979,GK
Brazil,194815,Robinho,25/01/1984,FW
Costa Rica,178002,Alvaro Mesen,24/12/1972,GK
Costa Rica,154762,Jervis Drummond,08/09/1976,DF
Costa Rica,170171,Luis Marin,10/08/1974,DF
Costa Rica,208120,Michael Umana,16/07/1982,DF
Costa Rica,181314,Gilberto Martinez,01/10/1979,DF
Costa Rica,194152,Danny Fonseca,07/11/1979,MF
Costa Rica,183796,Cristian Bolanos,17/05/1984,MF
Costa Rica,154793,Mauricio Solis,13/12/1972,MF
Costa Rica,154799,Paulo Wanchope,31/07/1976,FW
Costa Rica,178004,Walter Centeno,06/10/1974,MF
Costa Rica,170167,Ronald Gomez,24/01/1975,FW
Costa Rica,200738,Leonardo Gonzalez,21/11/1980,DF
Costa Rica,214427,Kurt Bernard,08/12/1977,FW
Costa Rica,183794,Randall Azofeifa,30/12/1984,MF
Costa Rica,154798,Harold Wallace,07/09/1975,DF
Costa Rica,182587,Carlos Hernandez,09/04/1982,MF
Costa Rica,183788,Gabriel Badilla,30/06/1984,DF
Costa Rica,195809,Jose Porras,08/11/1970,GK
Costa Rica,200739,Alvaro Saborio,25/03/1982,FW
Costa Rica,193859,Douglas Sequeira,23/08/1977,MF
Costa Rica,252592,Victor Nunez,15/04/1980,FW
Costa Rica,182567,Michael Rodriguez,30/12/1981,DF
Costa Rica,214425,Wardy Alfaro,31/12/1977,GK
"Côte d'Ivoire",3356,Jean-jacques Tizie,07/09/1972,GK
"Côte d'Ivoire",213909,Kanga Akale,07/03/1981,MF
"Côte d'Ivoire",198489,Arthur Boka,02/04/1983,DF
"Côte d'Ivoire",178963,Kolo Toure,19/03/1981,DF
"Côte d'Ivoire",176971,Didier Zokora,14/12/1980,MF
"Côte d'Ivoire",3351,Blaise Kouassi,02/02/1975,DF
"Côte d'Ivoire",183878,Emmers Fae,24/01/1984,MF
"Côte d'Ivoire",177615,Bonaventure Kalou,12/01/1978,FW
"Côte d'Ivoire",198494,Arouna Kone,11/11/1983,FW
"Côte d'Ivoire",176961,Gilles Yapi Yapo,30/01/1982,MF
"Côte d'Ivoire",212306,Didier Drogba,11/03/1978,FW
"Côte d'Ivoire",213907,Abdoulaye Meite,06/10/1980,DF
"Côte d'Ivoire",198487,Marc Zoro,27/12/1983,DF
"Côte d'Ivoire",211352,Bakary Kone,17/09/1981,FW
"Côte d'Ivoire",176984,Aruna Dindane,26/11/1980,FW
"Côte d'Ivoire",213904,Gerard Gnanhouan,12/02/1979,GK
"Côte d'Ivoire",3347,Cyrille Domoraud,22/07/1971,DF
"Côte d'Ivoire",178964,Kader Keita,06/08/1981,MF
"Côte d'Ivoire",198106,Yaya Toure,13/05/1983,MF
"Côte d'Ivoire",213910,Guy Demel,13/06/1981,MF
"Côte d'Ivoire",198051,Emmanuel Eboue,04/06/1983,DF
"Côte d'Ivoire",198111,Romaric,04/06/1983,MF
"Côte d'Ivoire",178958,Boubacar Barry,30/12/1979,GK
Croatia,179048,Stipe Pletikosa,08/01/1979,GK
Croatia,210704,Darijo Srna,01/05/1982,MF
Croatia,188511,Josip Simunic,18/02/1978,DF
Croatia,179049,Robert Kovac,06/04/1974,DF
Croatia,155712,Igor Tudor,16/04/1978,DF
Croatia,179058,Jurica Vranjes,31/01/1980,MF
Croatia,155707,Dario Simic,12/11/1975,DF
Croatia,189768,Marko Babic,28/01/1981,MF
Croatia,164950,Dado Prso,05/11/1974,FW
Croatia,155696,Niko Kovac,15/10/1971,MF
Croatia,187266,Mario Tokic,23/07/1975,DF
Croatia,178305,Joe Didulica,14/10/1977,GK
Croatia,170753,Stjepan Tomas,06/03/1976,DF
Croatia,241559,Luka Modric,09/09/1985,MF
Croatia,217227,Ivan Leko,07/02/1978,MF
Croatia,189752,Jerko Leko,09/04/1980,MF
Croatia,214931,Ivan Klasnic,29/01/1980,FW
Croatia,187258,Ivica Olic,14/09/1979,FW
Croatia,183823,Niko Kranjcar,13/08/1984,MF
Croatia,170754,Anthony Seric,15/01/1979,MF
Croatia,179051,Bosko Balaban,15/10/1978,FW
Croatia,189433,Ivan Bosnjak,06/02/1979,FW
Croatia,184419,Tomislav Butina,30/03/1974,GK
Czech Republic,178406,Petr Cech,20/05/1982,GK
Czech Republic,177891,Zdenek Grygera,14/05/1980,DF
Czech Republic,214938,Pavel Mares,18/01/1976,DF
Czech Republic,168775,Tomas Galasek,15/01/1973,MF
Czech Republic,177963,Radoslav Kovac,27/11/1979,MF
Czech Republic,177714,Marek Jankulovski,09/05/1977,DF
Czech Republic,165876,Libor Sionko,01/02/1977,FW
Czech Republic,154906,Karel Poborsky,30/03/1972,MF
Czech Republic,177712,Jan Koller,30/03/1973,FW
Czech Republic,177823,Tomas Rosicky,04/10/1980,MF
Czech Republic,154903,Pavel Nedved,30/08/1972,MF
Czech Republic,154901,Vratislav Lokvenc,27/09/1973,FW
Czech Republic,214941,Martin Jiranek,25/05/1979,DF
Czech Republic,177900,David Jarolim,17/05/1979,MF
Czech Republic,177896,Milan Baros,28/10/1981,FW
Czech Republic,160968,Jaromir Blazek,29/12/1972,GK
Czech Republic,217409,Jiri Stajner,27/05/1976,MF
Czech Republic,177905,Marek Heinz,04/08/1977,FW
Czech Republic,177897,Jan Polak,14/03/1981,MF
Czech Republic,214945,Jaroslav Plasil,05/01/1982,MF
Czech Republic,177894,Tomas Ujfalusi,24/03/1978,DF
Czech Republic,214944,David Rozehnal,05/07/1980,DF
Czech Republic,214946,Antonin Kinsky,31/05/1975,GK
Ecuador,195417,Edwin Villafuerte,12/03/1979,GK
Ecuador,181930,Jorge Guagua,28/09/1981,DF
Ecuador,169238,Ivan Hurtado,16/08/1974,DF
Ecuador,155010,Ulises De La Cruz,08/02/1974,DF
Ecuador,181929,Jose Perlaza,06/10/1981,DF
Ecuador,228384,Patricio Urrutia,15/10/1977,MF
Ecuador,202541,Christian Lara,27/04/1980,MF
Ecuador,178842,Edison Mendez,16/03/1979,MF
Ecuador,184547,Felix Borja,02/04/1983,FW
Ecuador,3508,Ivan Kaviedes,24/10/1977,FW
Ecuador,155011,Agustin Delgado,23/12/1974,FW
Ecuador,235273,Cristian Mora,26/08/1979,GK
Ecuador,202543,Paul Ambrosi,14/10/1980,DF
Ecuador,184545,Segundo Castillo,15/05/1982,MF
Ecuador,3497,Marlon Ayovi,27/09/1971,MF
Ecuador,202544,Antonio Valencia,04/08/1985,MF
Ecuador,178146,Giovanny Espinoza,12/04/1977,DF
Ecuador,178841,Neicer Reasco,23/07/1977,DF
Ecuador,202280,Luis Saritama,20/10/1983,MF
Ecuador,177220,Edwin Tenorio,16/06/1976,MF
Ecuador,187434,Carlos Tenorio,14/05/1979,FW
Ecuador,216566,Damian Lanza,10/04/1982,GK
Ecuador,253192,Cristian Benitez,01/05/1986,FW
England,214963,Paul Robinson,15/10/1979,GK
England,168639,Gary Neville,18/02/1975,DF
England,182786,Ashley Cole,20/12/1980,DF
England,214961,Steven Gerrard,30/05/1980,MF
England,170721,Rio Ferdinand,07/11/1978,DF
England,214962,John Terry,07/12/1980,DF
England,161454,David Beckham,02/05/1975,MF
England,185385,Frank Lampard,20/06/1978,MF
